SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,Yahoo Ticker,Sector,Industry
ASIANPAINT,Asian Paints Limited,EQ,31-May-95,1,1,INE021A01026,1,ASIANPAINT.NS,Basic Materials,Specialty Chemicals
ASIANTILES,Asian Granito India Limited,EQ,23-Aug-07,10,1,INE022I01019,10,ASIANTILES.NS,Industrials,Building Products & Equipment
ASKAUTOLTD,ASK Automotive Limited,EQ,15-Nov-23,2,1,INE491J01022,2,ASKAUTOLTD.NS,Consumer Cyclical,Auto Parts
ASMS,Bartronics India Limited,EQ,09-Feb-23,1,1,INE855F01042,1,ASMS.NS,Technology,Information Technology Services
ASPINWALL,Aspinwall and Company Limited,EQ,14-Jun-16,10,1,INE991I01015,10,ASPINWALL.NS,Consumer Defensive,Farm Products
ASTAR,Asian Star Company Limited,EQ,20-Apr-26,10,1,INE194D01017,10,ASTAR.NS,,
ASTEC,Astec LifeSciences Limited,EQ,25-Nov-09,10,1,INE563J01010,10,ASTEC.NS,Basic Materials,Agricultural Inputs
ASTERDM,Aster DM Healthcare Limited,EQ,26-Feb-18,10,1,INE914M01019,10,ASTERDM.NS,Healthcare,Medical Care Facilities
ASTRAL,Astral Limited,EQ,20-Mar-07,1,1,INE006I01046,1,ASTRAL.NS,Industrials,Building Products & Equipment
ASTRAMICRO,Astra Microwave Products Limited,EQ,01-Nov-04,2,1,INE386C01029,2,ASTRAMICRO.NS,Technology,Communication Equipment
ASTRAZEN,AstraZeneca Pharma India Limited,EQ,04-May-01,2,1,INE203A01020,2,ASTRAZEN.NS,Healthcare,Drug Manufacturers - Specialty & Generic
ASTRON,Astron Paper & Board Mill Limited,BE,29-Dec-17,10,1,INE646X01014,10,ASTRON.NS,Basic Materials,Paper & Paper Products
ATALREAL,Atal Realtech Limited,EQ,12-May-23,2,1,INE0ALR01029,2,ATALREAL.NS,Industrials,Engineering & Construction
ATAM,Atam Valves Limited,EQ,10-May-23,10,1,INE09KD01013,10,ATAM.NS,Industrials,Specialty Industrial Machinery
ATGL,Adani Total Gas Limited,EQ,05-Nov-18,1,1,INE399L01023,1,ATGL.NS,Utilities,Utilities - Regulated Gas
ATHERENERG,Ather Energy Limited,EQ,06-May-25,1,1,INE0LEZ01016,1,ATHERENERG.NS,Consumer Cyclical,Auto Manufacturers
ATL,Allcargo Terminals Limited,EQ,10-Aug-23,2,1,INE0NN701020,2,ATL.NS,Industrials,Integrated Freight & Logistics
ATLANTAA,ATLANTAA LIMITED,EQ,25-Sep-06,2,1,INE285H01022,2,ATLANTAA.NS,Industrials,Infrastructure Operations
ATLANTAELE,Atlanta Electricals Limited,EQ,29-Sep-25,2,1,INE0Z4F01028,2,ATLANTAELE.NS,Industrials,Electrical Equipment & Parts
ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ,23-Oct-96,5,1,INE446A01025,5,ATLASCYCLE.NS,Consumer Cyclical,Leisure
ATUL,Atul Limited,EQ,06-May-98,10,1,INE100A01010,10,ATUL.NS,Basic Materials,Specialty Chemicals
ATULAUTO,Atul Auto Limited,EQ,26-Jun-13,5,1,INE951D01028,5,ATULAUTO.NS,Consumer Cyclical,Auto Manufacturers
AUBANK,AU Small Finance Bank Limited,EQ,10-Jul-17,10,1,INE949L01017,10,AUBANK.NS,Financial Services,Banks - Regional
AURIGROW,Auri Grow India Limited,EQ,24-Dec-20,1,1,INE925Y01036,1,AURIGROW.NS,Industrials,Electrical Equipment & Parts
AURIONPRO,Aurionpro Solutions Limited,EQ,25-Oct-05,10,1,INE132H01018,10,AURIONPRO.NS,Technology,Software - Application
AUROPHARMA,Aurobindo Pharma Limited,EQ,19-Jul-00,1,1,INE406A01037,1,AUROPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
AURUM,Aurum PropTech Limited,EQ,19-Aug-15,5,1,INE898S01029,5,AURUM.NS,Real Estate,Real Estate Services
AUSOMENT,Ausom Enterprise Limited,BE,17-Apr-96,10,1,INE218C01016,10,AUSOMENT.NS,Financial Services,Capital Markets
AUTOAXLES,Automotive Axles Limited,EQ,29-May-03,10,1,INE449A01011,10,AUTOAXLES.NS,Consumer Cyclical,Auto Parts
AUTOIND,Autoline Industries Limited,BE,31-Jan-07,10,1,INE718H01014,10,AUTOIND.NS,Consumer Cyclical,Auto Parts
AVADHSUGAR,Avadh Sugar & Energy Limited,BE,28-Jul-17,10,1,INE349W01017,10,AVADHSUGAR.NS,Consumer Defensive,Confectioners
AVAILFC,Available Finance Limited,EQ,20-Apr-26,10,1,INE325G01010,10,AVAILFC.NS,,
AVALON,Avalon Technologies Limited,EQ,18-Apr-23,2,1,INE0LCL01028,2,AVALON.NS,Technology,Electronic Components
AVANTEL,Avantel Limited,EQ,31-Jul-24,2,1,INE005B01027,2,AVANTEL.NS,Technology,Communication Equipment
AVANTIFEED,Avanti Feeds Limited,EQ,15-Apr-15,1,1,INE871C01038,1,AVANTIFEED.NS,Consumer Defensive,Packaged Foods
AVG,AVG Logistics Limited,EQ,12-May-23,10,1,INE680Z01018,10,AVG.NS,Industrials,Integrated Freight & Logistics
AVG-RE,AVG Logistics Limited-RE,BE,01-Jun-26,10,1,INE680Z20018,10,AVG-RE.NS,Unknown,Unknown
AVL,Aditya Vision Limited,EQ,06-Nov-24,1,1,INE679V01027,1,AVL.NS,Consumer Cyclical,Specialty Retail
AVONMORE,Avonmore Capital & Management Services Limited,EQ,04-Jan-23,1,1,INE323B01024,1,AVONMORE.NS,Financial Services,Capital Markets
AVROIND,AVRO INDIA LIMITED,EQ,07-Apr-22,1,1,INE652Z01025,1,AVROIND.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
AVTNPL,AVT Natural Products Limited,EQ,10-Jan-07,1,1,INE488D01021,1,AVTNPL.NS,Basic Materials,Specialty Chemicals
AWFIS,Awfis Space Solutions Limited,EQ,30-May-24,10,1,INE108V01019,10,AWFIS.NS,Industrials,Rental & Leasing Services
AWHCL,Antony Waste Handling Cell Limited,EQ,01-Jan-21,5,1,INE01BK01022,5,AWHCL.NS,Industrials,Waste Management
AWL,AWL Agri Business Limited,EQ,08-Feb-22,1,1,INE699H01024,1,AWL.NS,Consumer Defensive,Packaged Foods
AXISBANK,Axis Bank Limited,EQ,16-Nov-98,2,1,INE238A01034,2,AXISBANK.NS,Financial Services,Banks - Regional
AXISCADES,AXISCADES Technologies Limited,EQ,21-Dec-00,5,1,INE555B01013,5,AXISCADES.NS,Industrials,Engineering & Construction
AXITA,Axita Cotton Limited,EQ,21-Jun-22,1,1,INE02EZ01022,1,AXITA.NS,Consumer Cyclical,Textile Manufacturing
AYE,Aye Finance Limited,EQ,16-Feb-26,2,1,INE501X01029,2,AYE.NS,Financial Services,Credit Services
AYMSYNTEX,AYM Syntex Limited,EQ,14-Aug-15,10,1,INE193B01039,10,AYMSYNTEX.NS,Consumer Cyclical,Textile Manufacturing
AZAD,Azad Engineering Limited,EQ,28-Dec-23,2,1,INE02IJ01035,2,AZAD.NS,Industrials,Specialty Industrial Machinery
BAFNAPH,Bafna Pharmaceuticals Limited,EQ,27-Feb-20,10,1,INE878I01022,10,BAFNAPH.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BAGFILMS,B.A.G Films and Media Limited,EQ,17-Oct-03,2,1,INE116D01028,2,BAGFILMS.NS,Communication Services,Broadcasting
BAIDFIN,Baid Finserv Limited,EQ,20-Jan-23,2,1,INE020D01022,2,BAIDFIN.NS,Financial Services,Credit Services
BAJAJ-AUTO,Bajaj Auto Limited,EQ,26-May-08,10,1,INE917I01010,10,BAJAJ-AUTO.NS,Consumer Cyclical,Auto Manufacturers
BAJAJCON,Bajaj Consumer Care Limited,EQ,18-Aug-10,1,1,INE933K01021,1,BAJAJCON.NS,Consumer Defensive,Household & Personal Products
BAJAJELEC,Bajaj Electricals Limited,EQ,02-Nov-07,2,1,INE193E01025,2,BAJAJELEC.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BAJAJFINSV,Bajaj Finserv Limited,EQ,26-May-08,1,1,INE918I01026,1,BAJAJFINSV.NS,Financial Services,Financial Conglomerates
BAJAJHCARE,Bajaj Healthcare Limited,EQ,25-Nov-21,5,1,INE411U01027,5,BAJAJHCARE.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BAJAJHFL,Bajaj Housing Finance Limited,EQ,16-Sep-24,10,1,INE377Y01014,10,BAJAJHFL.NS,Financial Services,Mortgage Finance
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,10-May-95,1,1,INE306A01021,1,BAJAJHIND.NS,Consumer Defensive,Confectioners
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,15-Mar-95,10,1,INE118A01012,10,BAJAJHLDNG.NS,Financial Services,Asset Management
BAJAJINDEF,Indef Manufacturing Limited,EQ,21-Feb-25,1,1,INE0O9T01021,1,BAJAJINDEF.NS,Industrials,Farm & Heavy Construction Machinery
BAJAJST,Bajaj Steel Industries Limited,EQ,20-Apr-26,5,1,INE704G01024,5,BAJAJST.NS,,
BAJEL,Bajel Projects Limited,EQ,19-Dec-23,2,1,INE0KQN01018,2,BAJEL.NS,Utilities,Utilities - Regulated Electric
BAJFINANCE,Bajaj Finance Limited,EQ,01-Apr-03,1,1,INE296A01032,1,BAJFINANCE.NS,Financial Services,Credit Services
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,EQ,12-Sep-24,10,1,INE0S2G01011,10,BALAJEE.NS,Consumer Cyclical,Packaging & Containers
BALAJITELE,Balaji Telefilms Limited,EQ,22-Nov-00,2,1,INE794B01026,2,BALAJITELE.NS,Communication Services,Entertainment
BALAMINES,Balaji Amines Limited,EQ,05-Apr-07,2,1,INE050E01027,2,BALAMINES.NS,Basic Materials,Specialty Chemicals
BALAXI,BALAXI PHARMACEUTICALS LIMITED,BE,30-Nov-15,2,1,INE618N01022,2,BALAXI.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-Jul-15,10,1,INE875R01011,10,BALKRISHNA.NS,Consumer Cyclical,Packaging & Containers
BALKRISIND,Balkrishna Industries Limited,EQ,27-Jan-06,2,1,INE787D01026,2,BALKRISIND.NS,Consumer Cyclical,Auto Parts
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-Jul-95,10,1,INE164A01016,10,BALMLAWRIE.NS,Industrials,Conglomerates
BALPHARMA,Bal Pharma Limited,EQ,08-May-06,10,1,INE083D01012,10,BALPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,08-Feb-95,1,1,INE119A01028,1,BALRAMCHIN.NS,Consumer Defensive,Confectioners
BALUFORGE,Balu Forge Industries Limited,EQ,29-Apr-24,10,1,INE011E01029,10,BALUFORGE.NS,Industrials,Metal Fabrication
BANARBEADS,Banaras Beads Limited,EQ,07-Jul-95,10,1,INE655B01011,10,BANARBEADS.NS,Consumer Cyclical,Footwear & Accessories
BANARISUG,Bannari Amman Sugars Limited,EQ,28-May-03,10,1,INE459A01010,10,BANARISUG.NS,Consumer Defensive,Confectioners
BANCOINDIA,Banco Products (I) Limited,EQ,22-Dec-06,2,1,INE213C01025,2,BANCOINDIA.NS,Consumer Cyclical,Auto Parts
BANDHANBNK,Bandhan Bank Limited,EQ,27-Mar-18,10,1,INE545U01014,10,BANDHANBNK.NS,Financial Services,Banks - Regional
BANG,Bang Overseas Limited,EQ,20-Feb-08,10,1,INE863I01016,10,BANG.NS,Consumer Cyclical,Apparel Manufacturing
BANKA,Banka BioLoo Limited,BE,29-Oct-20,10,1,INE862Y01015,10,BANKA.NS,Industrials,Pollution & Treatment Controls
BANKBARODA,Bank of Baroda,EQ,19-Feb-97,2,1,INE028A01039,2,BANKBARODA.NS,Financial Services,Banks - Regional
BANKINDIA,Bank of India,EQ,30-Apr-97,10,1,INE084A01016,10,BANKINDIA.NS,Financial Services,Banks - Regional
BANSALWIRE,Bansal Wire Industries Limited,EQ,10-Jul-24,5,1,INE0B9K01025,5,BANSALWIRE.NS,Basic Materials,Steel
BANSWRAS,Banswara Syntex Limited,EQ,11-Apr-07,5,1,INE629D01020,5,BANSWRAS.NS,Consumer Cyclical,Textile Manufacturing
BASF,BASF India Limited,EQ,17-May-95,10,1,INE373A01013,10,BASF.NS,Basic Materials,Specialty Chemicals
BASML,Bannari Amman Spinning Mills Limited,EQ,14-Nov-05,5,1,INE186H01022,5,BASML.NS,Consumer Cyclical,Textile Manufacturing
BATAINDIA,Bata India Limited,EQ,18-Jun-03,5,1,INE176A01028,5,BATAINDIA.NS,Consumer Cyclical,Footwear & Accessories
BATLIBOI,Batliboi Limited,EQ,20-Apr-26,5,1,INE177C01022,5,BATLIBOI.NS,Industrials,Specialty Industrial Machinery
BAYERCROP,Bayer Cropscience Limited,EQ,08-Jan-10,10,1,INE462A01022,10,BAYERCROP.NS,Basic Materials,Agricultural Inputs
BBL,Bharat Bijlee Limited,EQ,21-Nov-06,5,1,INE464A01036,5,BBL.NS,Industrials,Electrical Equipment & Parts
BBOX,Black Box Limited,EQ,22-Jul-03,2,1,INE676A01027,2,BBOX.NS,Technology,Software - Application
BBTC,The Bombay Burmah Trading Corporation Limited,EQ,03-Apr-96,2,1,INE050A01025,2,BBTC.NS,Consumer Defensive,Packaged Foods
BBTCL,B&B Triplewall Containers Limited,EQ,23-Nov-22,10,1,INE01EE01011,10,BBTCL.NS,Consumer Cyclical,Packaging & Containers
BCG,Brightcom Group Limited,EQ,08-May-15,2,1,INE425B01027,2,BCG.NS,Communication Services,Advertising Agencies
BCLIND,Bcl Industries Limited,EQ,04-Mar-21,1,1,INE412G01024,1,BCLIND.NS,Consumer Defensive,Beverages - Wineries & Distilleries
BCONCEPTS,Brand Concepts Limited,EQ,11-Jan-22,10,1,INE977Y01011,10,BCONCEPTS.NS,Consumer Cyclical,Footwear & Accessories
BCPL,BCPL Railway Infrastructure Limited,EQ,27-Mar-26,10,1,INE00SW01015,10,BCPL.NS,Industrials,Infrastructure Operations
BDL,Bharat Dynamics Limited,EQ,23-Mar-18,5,1,INE171Z01026,5,BDL.NS,Industrials,Aerospace & Defense
BEARDSELL,Beardsell Limited,EQ,13-Jan-15,2,1,INE520H01022,2,BEARDSELL.NS,Industrials,Building Products & Equipment
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,24-Dec-20,2,1,INE495P01020,2,BECTORFOOD.NS,Consumer Defensive,Packaged Foods
BEDMUTHA,Bedmutha Industries Limited,EQ,14-Oct-10,10,1,INE844K01012,10,BEDMUTHA.NS,Basic Materials,Steel
BEEKAY,Beekay Steel Industries Limited,EQ,20-Apr-26,10,1,INE213D01015,10,BEEKAY.NS,,
BEL,Bharat Electronics Limited,EQ,19-Jul-00,1,1,INE263A01024,1,BEL.NS,Industrials,Aerospace & Defense
BELLACASA,Bella Casa Fashion & Retail Limited,EQ,18-Jul-25,10,1,INE344T01014,10,BELLACASA.NS,Consumer Cyclical,Textile Manufacturing
BELRISE,Belrise Industries Limited,EQ,28-May-25,5,1,INE894V01022,5,BELRISE.NS,Consumer Cyclical,Auto Parts
BEML,BEML Limited,EQ,05-Nov-03,5,1,INE258A01024,5,BEML.NS,Industrials,Conglomerates
BENGALASM,Bengal & Assam Company Limited,EQ,20-Apr-26,10,1,INE083K01017,10,BENGALASM.NS,,
BEPL,Bhansali Engineering Polymers Limited,EQ,21-Mar-05,1,1,INE922A01025,1,BEPL.NS,Basic Materials,Chemicals
BERGEPAINT,Berger Paints (I) Limited,EQ,24-Nov-99,1,1,INE463A01038,1,BERGEPAINT.NS,Basic Materials,Specialty Chemicals
BESTAGRO,Best Agrolife Limited,EQ,10-Apr-24,1,1,INE052T01021,1,BESTAGRO.NS,Basic Materials,Agricultural Inputs
BETA,Beta Drugs Limited,EQ,24-Nov-25,10,1,INE351Y01019,10,BETA.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BFINVEST,BF Investment Limited,EQ,14-Jan-11,5,1,INE878K01010,5,BFINVEST.NS,Financial Services,Asset Management
BFUTILITIE,BF Utilities Limited,EQ,03-May-07,5,1,INE243D01012,5,BFUTILITIE.NS,Industrials,Infrastructure Operations
BGRENERGY,BGR Energy Systems Limited,BE,03-Jan-08,10,1,INE661I01014,10,BGRENERGY.NS,Industrials,Engineering & Construction
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,18-Oct-21,1,1,INE414D01027,1,BHAGCHEM.NS,Basic Materials,Agricultural Inputs
BHAGERIA,Bhageria Industries Limited,EQ,02-Mar-16,5,1,INE354C01027,5,BHAGERIA.NS,Basic Materials,Specialty Chemicals
BHAGYANGR,Bhagyanagar India Limited,BE,17-May-17,2,1,INE458B01036,2,BHAGYANGR.NS,Basic Materials,Copper
BHANDARI,Bhandari Hosiery Exports Limited,BE,30-Jan-17,1,1,INE474E01029,1,BHANDARI.NS,Consumer Cyclical,Apparel Manufacturing
BHARATCOAL,Bharat Coking Coal Limited,EQ,19-Jan-26,10,1,INE05XR01022,10,BHARATCOAL.NS,Basic Materials,Coking Coal
BHARATFORG,Bharat Forge Limited,EQ,04-Apr-03,2,1,INE465A01025,2,BHARATFORG.NS,Consumer Cyclical,Auto Parts
BHARATGEAR,Bharat Gears Limited,EQ,03-Apr-96,10,1,INE561C01019,10,BHARATGEAR.NS,Consumer Cyclical,Auto Parts
BHARATRAS,Bharat Rasayan Limited,EQ,11-Oct-95,5,1,INE838B01021,5,BHARATRAS.NS,Basic Materials,Agricultural Inputs
BHARATSE,Bharat Seats Limited,EQ,24-Mar-25,2,1,INE415D01024,2,BHARATSE.NS,Consumer Cyclical,Auto Parts
BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-Apr-16,10,1,INE316L01019,10,BHARATWIRE.NS,Basic Materials,Steel
BHARTIARTL,Bharti Airtel Limited,EQ,15-Feb-02,5,1,INE397D01024,5,BHARTIARTL.NS,Communication Services,Telecom Services
BHARTIHEXA,Bharti Hexacom Limited,EQ,12-Apr-24,5,1,INE343G01021,5,BHARTIHEXA.NS,Communication Services,Telecom Services
BHEL,Bharat Heavy Electricals Limited,EQ,11-Nov-03,2,1,INE257A01026,2,BHEL.NS,Industrials,Specialty Industrial Machinery
BI,Bilcare Limited,EQ,20-Apr-26,10,1,INE986A01012,10,BI.NS,,
BIGBLOC,Bigbloc Construction Limited,EQ,02-Sep-16,2,1,INE412U01025,2,BIGBLOC.NS,Industrials,Building Products & Equipment
BIKAJI,Bikaji Foods International Limited,EQ,16-Nov-22,1,1,INE00E101023,1,BIKAJI.NS,Consumer Defensive,Packaged Foods
BIL,Bhartiya International Limited,EQ,12-Apr-00,10,1,INE828A01016,10,BIL.NS,Consumer Cyclical,Footwear & Accessories
BIMETAL,Bimetal Bearings Limited,EQ,20-Apr-26,10,1,INE469A01019,10,BIMETAL.NS,Consumer Cyclical,Auto Parts
BIOCON,Biocon Limited,EQ,07-Apr-04,5,1,INE376G01013,5,BIOCON.NS,Healthcare,Biotechnology
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-Jun-96,10,1,INE829A01014,10,BIOFILCHEM.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BIRLACABLE,Birla Cable Limited,BE,06-Dec-95,10,1,INE800A01015,10,BIRLACABLE.NS,Technology,Communication Equipment
BIRLACORPN,Birla Corporation Limited,EQ,12-Apr-95,10,1,INE340A01012,10,BIRLACORPN.NS,Basic Materials,Building Materials
BIRLAMONEY,Aditya Birla Money Limited,EQ,07-Feb-08,1,1,INE865C01022,1,BIRLAMONEY.NS,Financial Services,Capital Markets
BIRLANU,BirlaNu Limited,EQ,26-Apr-95,10,1,INE557A01011,10,BIRLANU.NS,Industrials,Building Products & Equipment
BIRLAPREC,Birla Precision Technologies Limited,EQ,20-Apr-26,2,1,INE372E01025,2,BIRLAPREC.NS,,
BLACKBUCK,BLACKBUCK LIMITED,EQ,22-Nov-24,1,1,INE0UIZ01018,1,BLACKBUCK.NS,Technology,Software - Application
BLACKROSE,Black Rose Inds. Limited,EQ,20-Apr-26,1,1,INE761G01016,1,BLACKROSE.NS,,
BLAL,BEML Land Assets Limited,EQ,19-Apr-23,10,1,INE0N7W01012,10,BLAL.NS,Financial Services,Shell Companies
BLBLIMITED,BLB Limited,BE,31-May-00,1,1,INE791A01024,1,BLBLIMITED.NS,Financial Services,Capital Markets
BLIL,Balmer Lawrie Investments Limited,EQ,20-Apr-26,1,1,INE525F01025,1,BLIL.NS,,
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-Jul-10,1,1,INE416D01022,1,BLISSGVS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-Mar-06,1,1,INE350H01032,1,BLKASHYAP.NS,Industrials,Engineering & Construction
BLS,BLS International Services Limited,EQ,14-Jun-16,1,1,INE153T01027,1,BLS.NS,Industrials,Specialty Business Services
BLSE,BLS E-Services Limited,EQ,06-Feb-24,10,1,INE0NLT01010,10,BLSE.NS,Industrials,Specialty Business Services
BLUECHIP,Blue Chip India Limited,EQ,12-Mar-97,2,1,INE657B01025,2,BLUECHIP.NS,Financial Services,Capital Markets
BLUECOAST,Blue Coast Hotels Limited,BE,16-Feb-00,10,1,INE472B01011,10,BLUECOAST.NS,Consumer Cyclical,Lodging
BLUEDART,Blue Dart Express Limited,EQ,12-Dec-02,10,1,INE233B01017,10,BLUEDART.NS,Industrials,Integrated Freight & Logistics
BLUEJET,Blue Jet Healthcare Limited,EQ,01-Nov-23,2,1,INE0KBH01020,2,BLUEJET.NS,Healthcare,Biotechnology
BLUESTARCO,Blue Star Limited,EQ,15-Jun-00,2,1,INE472A01039,2,BLUESTARCO.NS,Industrials,Building Products & Equipment
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,EQ,19-Aug-25,1,1,INE304W01038,1,BLUESTONE.NS,Consumer Cyclical,Luxury Goods
BLUSPRING,Bluspring Enterprises Limited,EQ,11-Jun-25,10,1,INE0U4101014,10,BLUSPRING.NS,Industrials,Specialty Business Services
BMWVENTLTD,BMW Ventures Limited,EQ,01-Oct-25,10,1,INE965W01036,10,BMWVENTLTD.NS,Basic Materials,Steel
BNAGROCHEM,BN Agrochem Limited,BE,20-Apr-26,10,1,INE00HZ01011,10,BNAGROCHEM.NS,,
BNALTD,B & A Limited,EQ,20-Apr-26,10,1,INE489D01011,10,BNALTD.NS,,
BODALCHEM,Bodal Chemicals Limited,BE,22-Aug-11,2,1,INE338D01028,2,BODALCHEM.NS,Basic Materials,Specialty Chemicals
BOHRAIND,Bohra Industries Limited,BE,27-Oct-22,10,1,INE802W01023,10,BOHRAIND.NS,Basic Materials,Agricultural Inputs
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-Apr-95,2,1,INE032A01023,2,BOMDYEING.NS,Consumer Cyclical,Textile Manufacturing
BONLON,Bonlon Industries Limited,EQ,20-Feb-26,10,1,INE0B9A01018,10,BONLON.NS,Basic Materials,Other Industrial Metals & Mining
BORANA,Borana Weaves Limited,EQ,27-May-25,10,1,INE16SF01016,10,BORANA.NS,Consumer Cyclical,Textile Manufacturing
BOROLTD,Borosil Limited,EQ,22-Jul-20,1,1,INE02PY01013,1,BOROLTD.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-May-18,1,1,INE666D01022,1,BORORENEW.NS,Technology,Solar
BOROSCI,Borosil Scientific Limited,EQ,07-Jun-24,1,1,INE02L001032,1,BOROSCI.NS,Consumer Cyclical,Packaging & Containers
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,EQ,03-Jan-00,10,1,INE782A01015,10,BOSCH-HCIL.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BOSCHLTD,Bosch Limited,EQ,12-May-03,10,1,INE323A01026,10,BOSCHLTD.NS,Consumer Cyclical,Auto Parts
BPCL,Bharat Petroleum Corporation Limited,EQ,13-Sep-95,10,1,INE029A01011,10,BPCL.NS,Energy,Oil & Gas Refining & Marketing
BPL,BPL Limited,EQ,14-Jun-95,10,1,INE110A01019,10,BPL.NS,Technology,Consumer Electronics
BRIGADE,Brigade Enterprises Limited,EQ,31-Dec-07,10,1,INE791I01019,10,BRIGADE.NS,Real Estate,Real Estate - Development
BRIGHOTEL,Brigade Hotel Ventures Limited,EQ,31-Jul-25,10,1,INE03NU01014,10,BRIGHOTEL.NS,Consumer Cyclical,Lodging
BRITANNIA,Britannia Industries Limited,EQ,05-Nov-98,1,1,INE216A01030,1,BRITANNIA.NS,Consumer Defensive,Packaged Foods
BRNL,Bharat Road Network Limited,EQ,18-Sep-17,10,1,INE727S01012,10,BRNL.NS,Industrials,Infrastructure Operations
BROOKS,Brooks Laboratories Limited,BE,05-Sep-11,10,1,INE650L01011,10,BROOKS.NS,Healthcare,Drug Manufacturers - Specialty & Generic
BSE,BSE Limited,EQ,03-Feb-17,2,1,INE118H01025,2,BSE.NS,Financial Services,Financial Data & Stock Exchanges
BSHSL,Bombay Super Hybrid Seeds Limited,BE,28-Oct-20,1,1,INE032Z01020,1,BSHSL.NS,Basic Materials,Agricultural Inputs
BSL,BSL Limited,EQ,27-Jul-95,10,1,INE594B01012,10,BSL.NS,Consumer Cyclical,Textile Manufacturing
BSOFT,BIRLASOFT LIMITED,EQ,24-Nov-99,2,1,INE836A01035,2,BSOFT.NS,Technology,Information Technology Services
BTML,Bodhi Tree Multimedia Limited,EQ,15-Feb-23,1,1,INE0EEJ01023,1,BTML.NS,Communication Services,Entertainment
BTTL,Bhilwara Technical Textiles Limited,EQ,20-Apr-26,1,1,INE274K01012,1,BTTL.NS,Consumer Cyclical,Textile Manufacturing
BUILDPRO,Shankara Buildpro Limited,EQ,09-Jan-26,10,1,INE24OJ01011,10,BUILDPRO.NS,Consumer Cyclical,Home Improvement Retail
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-Apr-14,10,1,INE295F01017,10,BUTTERFLY.NS,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
BVCL,Barak Valley Cements Limited,EQ,23-Nov-07,10,1,INE139I01011,10,BVCL.NS,Basic Materials,Building Materials
BYKE,The Byke Hospitality Ltd,EQ,15-Apr-15,10,1,INE319B01014,10,BYKE.NS,Consumer Cyclical,Lodging
CALSOFT,California Software Company Limited,BE,28-Jun-00,10,1,INE526B01014,10,CALSOFT.NS,Technology,Software - Application
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-Jan-15,1,1,INE052I01032,1,CAMLINFINE.NS,Basic Materials,Specialty Chemicals
CAMPUS,Campus Activewear Limited,EQ,09-May-22,5,1,INE278Y01022,5,CAMPUS.NS,Consumer Cyclical,Footwear & Accessories
CAMS,Computer Age Management Services Limited,EQ,07-May-21,2,1,INE596I01020,2,CAMS.NS,Technology,Information Technology Services
CANBK,Canara Bank,EQ,23-Dec-02,2,1,INE476A01022,2,CANBK.NS,Financial Services,Banks - Regional
CANFINHOME,Can Fin Homes Limited,EQ,10-May-95,2,1,INE477A01020,2,CANFINHOME.NS,Financial Services,Mortgage Finance
CANHLIFE,Canara HSBC Life Insurance Company Limited,EQ,17-Oct-25,10,1,INE01TY01017,10,CANHLIFE.NS,Financial Services,Insurance - Life
CANTABIL,Cantabil Retail India Limited,EQ,12-Oct-10,2,1,INE068L01024,2,CANTABIL.NS,Consumer Cyclical,Apparel Manufacturing
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-Sep-17,10,1,INE264T01014,10,CAPACITE.NS,Industrials,Engineering & Construction
